File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF661RBR	tar	tar		differential splicing quantifications	hg19	ENCSR010ZMZ	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6596/'], '@type': ['Target', 'Item'], 'name': 'HLTF-human', 'label': 'HLTF', '@id': '/targets/HLTF-human/', 'title': 'HLTF (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '17b55d6e-f5ab-4eef-8096-80fbc6121ddd', 'status': 'released'}				HLTF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-11-20	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF791RLG/, /files/ENCFF120YPA/, /files/ENCFF499UUZ/, /files/ENCFF326XKY/	3764072	Brenton Graveley, UConn	886b2c15c9e29f5c7a49502e60f3ef53		https://www.encodeproject.org/files/ENCFF661RBR/@@download/ENCFF661RBR.tar.gz	V19			released	s3://encode-public/2019/11/13/25d2e05f-a1cc-45e1-b13e-3fadd058fbf6/ENCFF661RBR.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/25d2e05f-a1cc-45e1-b13e-3fadd058fbf6/ENCFF661RBR.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF253QSU	tar	tar		differential splicing quantifications	hg19	ENCSR437GYG	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55109/'], '@type': ['Target', 'Item'], 'name': 'AGGF1-human', 'label': 'AGGF1', '@id': '/targets/AGGF1-human/', 'title': 'AGGF1 (Homo sapiens)', 'investigated_as': ['other context'], 'uuid': 'fbc8875b-5854-4702-9a0c-47b939de7724', 'status': 'released'}				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-06	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF644TFQ/, /files/ENCFF265NOS/, /files/ENCFF030GVE/, /files/ENCFF996LFJ/	2991252	Brenton Graveley, UConn	0e866caa2c37584c650e303d404aa348		https://www.encodeproject.org/files/ENCFF253QSU/@@download/ENCFF253QSU.tar.gz	V19			released	s3://encode-public/2019/11/13/10ed5e5d-a8bd-459b-b10a-a7c1df2d0d0b/ENCFF253QSU.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/10ed5e5d-a8bd-459b-b10a-a7c1df2d0d0b/ENCFF253QSU.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization	missing spikeins	
ENCFF950XMT	tar	tar		differential splicing quantifications	hg19	ENCSR437GYG	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55109/'], '@type': ['Target', 'Item'], 'name': 'AGGF1-human', 'label': 'AGGF1', '@id': '/targets/AGGF1-human/', 'title': 'AGGF1 (Homo sapiens)', 'investigated_as': ['other context'], 'uuid': 'fbc8875b-5854-4702-9a0c-47b939de7724', 'status': 'released'}				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-06	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF644TFQ/, /files/ENCFF265NOS/, /files/ENCFF030GVE/, /files/ENCFF996LFJ/	3585874	Brenton Graveley, UConn	9d37c23d8ef217bad4d642b238c4dd96		https://www.encodeproject.org/files/ENCFF950XMT/@@download/ENCFF950XMT.tar.gz	V19			released	s3://encode-public/2019/11/13/53c0e988-d3aa-4db9-8287-010580f780af/ENCFF950XMT.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/53c0e988-d3aa-4db9-8287-010580f780af/ENCFF950XMT.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization	missing spikeins	
ENCFF568NUK	tar	tar		differential splicing quantifications	hg19	ENCSR437GYG	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55109/'], '@type': ['Target', 'Item'], 'name': 'AGGF1-human', 'label': 'AGGF1', '@id': '/targets/AGGF1-human/', 'title': 'AGGF1 (Homo sapiens)', 'investigated_as': ['other context'], 'uuid': 'fbc8875b-5854-4702-9a0c-47b939de7724', 'status': 'released'}				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-06	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF644TFQ/, /files/ENCFF265NOS/, /files/ENCFF030GVE/, /files/ENCFF996LFJ/	13439303	Brenton Graveley, UConn	b09995a190601e97b9e07f277ff6524b		https://www.encodeproject.org/files/ENCFF568NUK/@@download/ENCFF568NUK.tar.gz	V19			released	s3://encode-public/2019/11/13/1ec97030-8f6a-4a4c-bb69-7e7e52dc629e/ENCFF568NUK.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/1ec97030-8f6a-4a4c-bb69-7e7e52dc629e/ENCFF568NUK.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization	missing spikeins	
ENCFF259KEJ	tar	tar		differential splicing quantifications	hg19	ENCSR047VPW	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23196/'], '@type': ['Target', 'Item'], 'name': 'FAM120A-human', 'label': 'FAM120A', '@id': '/targets/FAM120A-human/', 'title': 'FAM120A (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '0856d43a-b31d-439c-8d4e-7e5263e2a442', 'status': 'released'}				FAM120A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-12-17	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF459FNF/, /files/ENCFF681TRC/, /files/ENCFF628UPI/, /files/ENCFF561UZL/	2864307	Brenton Graveley, UConn	d112333db358111248e00712609357ea		https://www.encodeproject.org/files/ENCFF259KEJ/@@download/ENCFF259KEJ.tar.gz	V19			released	s3://encode-public/2019/11/13/67de4c8d-bfea-4d56-aaf8-7a2b78413ca7/ENCFF259KEJ.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/67de4c8d-bfea-4d56-aaf8-7a2b78413ca7/ENCFF259KEJ.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF103COC	tar	tar		differential splicing quantifications	hg19	ENCSR047VPW	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23196/'], '@type': ['Target', 'Item'], 'name': 'FAM120A-human', 'label': 'FAM120A', '@id': '/targets/FAM120A-human/', 'title': 'FAM120A (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '0856d43a-b31d-439c-8d4e-7e5263e2a442', 'status': 'released'}				FAM120A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-12-17	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF459FNF/, /files/ENCFF681TRC/, /files/ENCFF628UPI/, /files/ENCFF561UZL/	14227011	Brenton Graveley, UConn	77022bcdea420330f85b571f002c43f9		https://www.encodeproject.org/files/ENCFF103COC/@@download/ENCFF103COC.tar.gz	V19			released	s3://encode-public/2019/11/13/fee94f83-89b8-4652-9e14-273c43c264a4/ENCFF103COC.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/fee94f83-89b8-4652-9e14-273c43c264a4/ENCFF103COC.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF532UPZ	tar	tar		differential splicing quantifications	hg19	ENCSR047VPW	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23196/'], '@type': ['Target', 'Item'], 'name': 'FAM120A-human', 'label': 'FAM120A', '@id': '/targets/FAM120A-human/', 'title': 'FAM120A (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '0856d43a-b31d-439c-8d4e-7e5263e2a442', 'status': 'released'}				FAM120A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-12-17	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF459FNF/, /files/ENCFF681TRC/, /files/ENCFF628UPI/, /files/ENCFF561UZL/	3260463	Brenton Graveley, UConn	2ea387e2b06ad5d080514a1ea7b4694d		https://www.encodeproject.org/files/ENCFF532UPZ/@@download/ENCFF532UPZ.tar.gz	V19			released	s3://encode-public/2019/11/13/b5121e3d-786a-42c1-a086-5f236729fd52/ENCFF532UPZ.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/b5121e3d-786a-42c1-a086-5f236729fd52/ENCFF532UPZ.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF927ZZH	tar	tar		differential splicing quantifications	hg19	ENCSR448JAM	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'dbxrefs': ['FactorBook:ZC3H8'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84524/'], '@type': ['Target', 'Item'], 'label': 'ZC3H8', 'title': 'ZC3H8 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '05666fd7-2881-4560-b28f-918c4ebf9a26', 'schema_version': '14', 'name': 'ZC3H8-human', '@id': '/targets/ZC3H8-human/', 'status': 'released'}				ZC3H8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-01-04	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF433ZJS/, /files/ENCFF860YYJ/, /files/ENCFF995IVQ/, /files/ENCFF713RDR/	5129247	Brenton Graveley, UConn	f8a3f2bc1d799debf3f8ef3e08c85690		https://www.encodeproject.org/files/ENCFF927ZZH/@@download/ENCFF927ZZH.tar.gz	V19			released	s3://encode-public/2019/11/13/33241191-8206-48e6-94de-348fec466b70/ENCFF927ZZH.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/33241191-8206-48e6-94de-348fec466b70/ENCFF927ZZH.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF027MMT	tar	tar		differential splicing quantifications	hg19	ENCSR448JAM	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'dbxrefs': ['FactorBook:ZC3H8'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84524/'], '@type': ['Target', 'Item'], 'label': 'ZC3H8', 'title': 'ZC3H8 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '05666fd7-2881-4560-b28f-918c4ebf9a26', 'schema_version': '14', 'name': 'ZC3H8-human', '@id': '/targets/ZC3H8-human/', 'status': 'released'}				ZC3H8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-01-04	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF433ZJS/, /files/ENCFF860YYJ/, /files/ENCFF995IVQ/, /files/ENCFF713RDR/	6641980	Brenton Graveley, UConn	6ab0661bd6b16b47c4aa96f7d99e55fa		https://www.encodeproject.org/files/ENCFF027MMT/@@download/ENCFF027MMT.tar.gz	V19			released	s3://encode-public/2019/11/13/b531f981-5d36-4b93-a6a3-8354d732f28d/ENCFF027MMT.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/b531f981-5d36-4b93-a6a3-8354d732f28d/ENCFF027MMT.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF602OKY	tar	tar		differential splicing quantifications	hg19	ENCSR448JAM	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'dbxrefs': ['FactorBook:ZC3H8'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84524/'], '@type': ['Target', 'Item'], 'label': 'ZC3H8', 'title': 'ZC3H8 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '05666fd7-2881-4560-b28f-918c4ebf9a26', 'schema_version': '14', 'name': 'ZC3H8-human', '@id': '/targets/ZC3H8-human/', 'status': 'released'}				ZC3H8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-01-04	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF433ZJS/, /files/ENCFF860YYJ/, /files/ENCFF995IVQ/, /files/ENCFF713RDR/	19396788	Brenton Graveley, UConn	7b2979edab7c024276aa954e4d31f8e6		https://www.encodeproject.org/files/ENCFF602OKY/@@download/ENCFF602OKY.tar.gz	V19			released	s3://encode-public/2019/11/13/45b3aec5-d2c9-4461-9ffa-91b4ea63d5fe/ENCFF602OKY.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/45b3aec5-d2c9-4461-9ffa-91b4ea63d5fe/ENCFF602OKY.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF092YET	tar	tar		differential splicing quantifications	hg19	ENCSR995ZGJ	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10285/'], '@type': ['Target', 'Item'], 'name': 'SMNDC1-human', 'label': 'SMNDC1', '@id': '/targets/SMNDC1-human/', 'title': 'SMNDC1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '1c19ee9b-53d5-46a7-90b9-3d5b7dd242bf', 'status': 'released'}				SMNDC1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-11-20	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF455QQB/, /files/ENCFF360CYQ/, /files/ENCFF499UUZ/, /files/ENCFF326XKY/	3955627	Brenton Graveley, UConn	918553ba16bf16e74828176d25d4ab5d		https://www.encodeproject.org/files/ENCFF092YET/@@download/ENCFF092YET.tar.gz	V19			released	s3://encode-public/2019/11/13/48de68a0-0fb1-4843-bb60-ac40115d07ae/ENCFF092YET.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/48de68a0-0fb1-4843-bb60-ac40115d07ae/ENCFF092YET.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF488CFL	tar	tar		differential splicing quantifications	hg19	ENCSR995ZGJ	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10285/'], '@type': ['Target', 'Item'], 'name': 'SMNDC1-human', 'label': 'SMNDC1', '@id': '/targets/SMNDC1-human/', 'title': 'SMNDC1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '1c19ee9b-53d5-46a7-90b9-3d5b7dd242bf', 'status': 'released'}				SMNDC1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-11-20	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF455QQB/, /files/ENCFF360CYQ/, /files/ENCFF499UUZ/, /files/ENCFF326XKY/	3320066	Brenton Graveley, UConn	26c70ceac4fa7c2cc6aa27232bab4380		https://www.encodeproject.org/files/ENCFF488CFL/@@download/ENCFF488CFL.tar.gz	V19			released	s3://encode-public/2019/11/13/c932e902-4de1-4eea-8568-9803e6a432e3/ENCFF488CFL.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/c932e902-4de1-4eea-8568-9803e6a432e3/ENCFF488CFL.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF304MDM	tar	tar		differential splicing quantifications	hg19	ENCSR995ZGJ	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10285/'], '@type': ['Target', 'Item'], 'name': 'SMNDC1-human', 'label': 'SMNDC1', '@id': '/targets/SMNDC1-human/', 'title': 'SMNDC1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '1c19ee9b-53d5-46a7-90b9-3d5b7dd242bf', 'status': 'released'}				SMNDC1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-11-20	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF455QQB/, /files/ENCFF360CYQ/, /files/ENCFF499UUZ/, /files/ENCFF326XKY/	16328516	Brenton Graveley, UConn	2558c400146a5b97af467e9c2a531f24		https://www.encodeproject.org/files/ENCFF304MDM/@@download/ENCFF304MDM.tar.gz	V19			released	s3://encode-public/2019/11/13/57397538-f54e-430c-b6fc-91fcc59928ae/ENCFF304MDM.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/57397538-f54e-430c-b6fc-91fcc59928ae/ENCFF304MDM.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF622OFH	tar	tar		differential splicing quantifications	hg19	ENCSR185JGT	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/79811/'], '@type': ['Target', 'Item'], 'name': 'SLTM-human', 'label': 'SLTM', '@id': '/targets/SLTM-human/', 'title': 'SLTM (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'aca033ff-064e-4f6f-a0fd-a2148b333e7b', 'status': 'released'}				SLTM-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-11-20	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF077NLP/, /files/ENCFF899LRG/, /files/ENCFF499UUZ/, /files/ENCFF326XKY/	3671510	Brenton Graveley, UConn	0245a006300c724e29f81f005f99a791		https://www.encodeproject.org/files/ENCFF622OFH/@@download/ENCFF622OFH.tar.gz	V19			released	s3://encode-public/2019/11/13/6d1ccd59-7a3f-48d3-8af0-b8b1972908cc/ENCFF622OFH.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/6d1ccd59-7a3f-48d3-8af0-b8b1972908cc/ENCFF622OFH.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF964VSD	tar	tar		differential splicing quantifications	hg19	ENCSR185JGT	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/79811/'], '@type': ['Target', 'Item'], 'name': 'SLTM-human', 'label': 'SLTM', '@id': '/targets/SLTM-human/', 'title': 'SLTM (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'aca033ff-064e-4f6f-a0fd-a2148b333e7b', 'status': 'released'}				SLTM-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-11-20	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF077NLP/, /files/ENCFF899LRG/, /files/ENCFF499UUZ/, /files/ENCFF326XKY/	15945508	Brenton Graveley, UConn	458e670685300d1c8be1f5b2b80653bc		https://www.encodeproject.org/files/ENCFF964VSD/@@download/ENCFF964VSD.tar.gz	V19			released	s3://encode-public/2019/11/13/10793352-81de-4787-9386-d15a47c09497/ENCFF964VSD.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/10793352-81de-4787-9386-d15a47c09497/ENCFF964VSD.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
