ID	Name	Type	MDA	MCF	UHRR	K562	HEK	Hela	Plasma
ENSG00000231392	AC244157.1	pseudogene	0	0	3	0	0	0	0
ENSG00000231394	AC099681.2	lincRNA	0	0	17	1	0	0	0
ENSG00000231395	ARL4AP4	pseudogene	0	0	0	0	0	9	0
ENSG00000231397	AC004941.2	pseudogene	0	14	14	0	3	24	0
ENSG00000231398	AL359385.1	pseudogene	4	1	3	2	1	0	4
ENSG00000231401	AC023481.1	lincRNA	0	1	1	0	0	0	0
ENSG00000231403	AC099344.2	lincRNA	0	3	0	0	0	0	0
ENSG00000231404	RAC1P3	pseudogene	0	0	3	0	4	0	0
ENSG00000231407	AL354732.1	Antisense	7	0	20	8	51	11	13
ENSG00000231409	AC018868.1	pseudogene	33	66	297	63	127	261	2
ENSG00000231411	DUX4L31	pseudogene	5	0	0	0	0	0	0
ENSG00000231412	AC005392.2	lincRNA	0	0	1	0	1	0	4
ENSG00000231414	AC016700.2	pseudogene	11	29	43	11	20	31	1
ENSG00000231416	AL358472.1	pseudogene	7	12	79	17	35	57	3
ENSG00000231419	LINC00689	lncRNA	0	30	50	28	2	251	3
ENSG00000231420	LINC01817	lincRNA	0	0	3	3	3	2	1
ENSG00000231421	AC011840.1	lncRNA	0	0	0	2	0	0	0
ENSG00000231422	LINC01516	lincRNA	0	0	1	1	0	1	11
ENSG00000231423	RAB9AP5	pseudogene	0	0	0	4	0	0	2
ENSG00000231424	AL445673.1	Antisense	0	7	4	0	3	0	0
ENSG00000231426	AL050338.2	lincRNA	0	0	2	0	0	0	1
ENSG00000231429	AC244021.2	lincRNA	0	6	9	1	6	4	3
ENSG00000231431	FAR2P4	pseudogene	1	4	75	66	2	0	16
ENSG00000231434	AL365440.1	pseudogene	10	20	136	6	7	250	3
ENSG00000231435	AC011747.2	lincRNA	0	2	24	3	21	0	4
ENSG00000231436	RBMY3AP	pseudogene	0	0	7	0	0	0	2
ENSG00000231437	LINC01750	lincRNA	0	12	11	0	4	0	7
ENSG00000231439	WASIR2	lincRNA	2	37	13	15	20	0	0
ENSG00000231440	AL358176.4	lncRNA	0	0	0	0	0	1	0
ENSG00000231441	AL512422.2	Antisense	35	6	6	0	11	0	1
ENSG00000231442	LARP1BP1	pseudogene	0	3	13	1	0	0	0
ENSG00000231443	AC124944.2	pseudogene	0	4	3	0	0	0	0
ENSG00000231445	TIMM8AP1	pseudogene	16	1	1	1	2	32	0
ENSG00000231449	AC097359.1	pseudogene	0	0	2	0	0	0	0
ENSG00000231453	LINC01305	lincRNA	0	0	17	2	0	0	3
ENSG00000231458	RNASEH1P2	pseudogene	0	0	14	1	2	81	1
ENSG00000231464	AC024937.2	pseudogene	0	1	3	0	0	9	0
ENSG00000231466	AL022324.2	pseudogene	3	0	19	0	0	112	0
ENSG00000231468	PRDX3P2	pseudogene	0	4	1	0	1	30	0
ENSG00000231470	HMGB3P2	pseudogene	0	1	2	0	1	0	0
ENSG00000231473	LINC00441	lincRNA	0	21	109	13	35	106	0
ENSG00000231475	IGHV4-31	IG	2	3	3	0	1	0	1
ENSG00000231480	SNRPGP13	pseudogene	3	1	16	1	17	5	0
ENSG00000231482	AC141930.2	lincRNA	0	2	17	3	1	0	0
ENSG00000231483	AL365356.4	lincRNA	5	0	3	0	0	18	1
ENSG00000231485	AL357078.1	lincRNA	4	5	30	13	23	79	8
ENSG00000231490	RPL7L1P2	pseudogene	0	0	1	3	0	0	0
ENSG00000231492	AP003774.2	lincRNA	0	0	2	3	1	0	3
ENSG00000231494	AC104634.1	pseudogene	5	15	28	13	13	0	0
ENSG00000231496	AL136369.2	lincRNA	0	0	0	0	1	0	0
ENSG00000231500	RPS18	protein_coding	5105	5008	30570	5217	7489	9136	61
ENSG00000231501	MTND4LP1	pseudogene	4	7	176	2	127	1	7
ENSG00000231503	PTMAP4	pseudogene	9	64	253	30	28	166	4
ENSG00000231504	NMD3P2	pseudogene	0	8	12	1	0	2	0
ENSG00000231505	AC108868.1	lincRNA	0	1	129	0	1	0	0
ENSG00000231507	LINC01353	lincRNA	0	0	5	0	0	0	0
ENSG00000231508	RPL34P20	pseudogene	1	8	14	0	0	12	0
ENSG00000231509	AL162253.1	lincRNA	0	0	0	8	0	0	3
ENSG00000231512	AL606534.2	pseudogene	0	5	15	7	2	20	3
ENSG00000231513	E2F6P4	pseudogene	0	0	1	1	0	0	1
ENSG00000231523	SEPT14P1	pseudogene	8	6	8	1	1	4	7
ENSG00000231525	AC002486.2	pseudogene	1	1	11	11	2	1	0
ENSG00000231527	CR769775.1	lncRNA	1	0	11	1	3	3	4
ENSG00000231528	FAM225A	lincRNA	57	50	59	3	4	8	3
ENSG00000231529	AC096644.1	lincRNA	0	0	0	0	0	3	0
ENSG00000231531	HINT1P1	pseudogene	6	8	57	5	15	41	0
ENSG00000231532	LINC01249	lincRNA	0	0	40	0	2	0	3
ENSG00000231533	AL078601.2	lincRNA	0	0	0	2	0	14	0
ENSG00000231534	FBXO36-IT1	lncRNA	0	0	14	0	0	20	1
ENSG00000231535	LINC00278	lincRNA	2	0	17	0	1	0	18
ENSG00000231536	AC226101.2	Antisense	0	0	0	0	2	0	0
ENSG00000231538	DPP10-AS3	Antisense	0	0	0	0	0	0	2
ENSG00000231539	AC010132.1	lincRNA	0	3	0	0	0	0	0
ENSG00000231541	RPS6P2	pseudogene	0	0	0	0	0	1	0
ENSG00000231544	RSL24D1P11	pseudogene	0	1	9	1	0	6	0
ENSG00000231546	RPL3P5	pseudogene	1	6	21	7	3	3	0
ENSG00000231547	AC096632.1	pseudogene	0	0	49	0	0	0	0
ENSG00000231548	OR55B1P	pseudogene	0	0	0	0	0	1	0
ENSG00000231549	USMG5P1	pseudogene	599	714	3433	660	1121	121	2
ENSG00000231550	PTCHD3P2	pseudogene	0	3	0	0	0	0	0
ENSG00000231551	AC245100.4	pseudogene	8	16	143	23	54	53	5
ENSG00000231557	AC020718.1	lincRNA	1	3	15	1	19	1	19
ENSG00000231559	Z95118.1	pseudogene	0	0	0	0	2	0	0
ENSG00000231560	CLEC12A-AS1	lincRNA	0	0	10	0	0	0	0
ENSG00000231561	CEACAMP5	pseudogene	0	0	8	4	3	0	0
ENSG00000231562	AL512593.1	pseudogene	1	2	9	2	3	0	0
ENSG00000231563	AL670729.1	Antisense	17	9	53	3	5	7	1
ENSG00000231564	EIF4A1P11	pseudogene	5	8	81	9	27	2	0
ENSG00000231565	NEK2P2	pseudogene	0	0	3	0	0	0	0
ENSG00000231566	AC234772.2	lincRNA	65	2	136	3	6	152	1
ENSG00000231574	LINC02015	lincRNA	3	15	10	3	0	21	15
ENSG00000231575	AL139118.1	lncRNA	1	0	5	0	1	28	7
ENSG00000231579	RPL7P21	pseudogene	0	5	33	0	3	42	0
ENSG00000231582	MTND4LP21	pseudogene	1	0	3	2	0	0	0
ENSG00000231583	AC108938.1	pseudogene	0	0	0	0	0	3	0
ENSG00000231584	FAHD2CP	pseudogene	14	84	382	73	130	307	0
ENSG00000231586	RPS23P9	pseudogene	0	7	17	1	3	0	0
ENSG00000231587	SNORD62B	snoRNA	22149	126599	54723	46377	80794	95592	6
ENSG00000231588	SHQ1P1	pseudogene	0	0	1	0	1	8	0
ENSG00000231595	AC005224.1	lincRNA	0	2	45	1	9	76	2
ENSG00000231599	LINC01037	lincRNA	0	3	88	18	13	0	2
ENSG00000231603	AL606490.5	pseudogene	0	1	0	1	0	0	1
ENSG00000231604	AL133232.1	lincRNA	0	0	1	0	0	0	2
ENSG00000231605	LINC01363	Antisense	1	0	18	3	2	0	5
ENSG00000231607	DLEU2	Antisense	175	417	3134	289	585	2584	45
ENSG00000231609	AC009501.1	Antisense	2	10	5	8	5	1	0
ENSG00000231610	PIK3CDP1	pseudogene	0	0	0	0	0	1	0
ENSG00000231612	AC104462.1	Antisense	0	0	1	0	0	0	0
ENSG00000231615	AL645568.2	pseudogene	0	1	7	0	1	0	0
ENSG00000231616	AL354733.2	Antisense	0	9	11	2	11	0	5
ENSG00000231619	AC003685.2	pseudogene	5	2	10	0	0	2	0
ENSG00000231621	AC013264.1	Antisense	0	3	2	0	0	0	1
ENSG00000231622	RPS29P7	pseudogene	8	6	86	9	17	0	0
ENSG00000231625	AC115989.1	pseudogene	0	1	3	1	3	28	60
ENSG00000231635	ATP5BP1	pseudogene	5	11	133	15	12	17	0
ENSG00000231636	AGBL5-AS1	Antisense	5	4	3	0	0	0	2
ENSG00000231638	LUARIS	Antisense	0	0	3	0	0	0	1
ENSG00000231643	Z70280.1	pseudogene	0	0	5	0	0	0	0
ENSG00000231645	KRT17P6	pseudogene	0	0	17	1	0	61	1
ENSG00000231646	FSIP2-AS1	Antisense	3	6	60	5	8	0	1
ENSG00000231648	LINC01698	lincRNA	0	0	9	0	0	0	1
ENSG00000231649	SPATA31B1P	pseudogene	0	0	0	0	0	2	1
ENSG00000231650	RFESDP1	pseudogene	0	0	0	5	0	0	0
ENSG00000231651	DLG3-AS1	Antisense	0	7	7	0	9	9	1
ENSG00000231652	AL590428.1	Antisense	0	0	21	1	4	53	0
ENSG00000231655	AC011742.2	pseudogene	0	1	1	1	1	0	0
ENSG00000231660	RPS8P6	pseudogene	0	0	0	0	0	0	1
ENSG00000231662	AL357052.1	lincRNA	1	0	5	2	0	1	5
ENSG00000231663	AL355472.1	Antisense	22	53	249	87	118	43	0
ENSG00000231665	OGFOD1P1	pseudogene	0	1	0	1	0	0	0
ENSG00000231666	LINC01704	lincRNA	0	1	15	0	1	0	4
ENSG00000231668	PPP2R2DP1	pseudogene	0	0	0	0	0	1	0
ENSG00000231671	LINC01307	lincRNA	2	1	103	5	2	1	15
ENSG00000231672	DIRC3	protein_coding	17	120	312	40	48	81	73
ENSG00000231674	LINC00410	lincRNA	0	0	0	0	10	0	3
ENSG00000231680	AP003774.3	lincRNA	0	0	7	2	0	0	0
ENSG00000231681	AC020743.2	lincRNA	9	0	3	1	2	1	6
ENSG00000231682	LINC01891	lincRNA	0	0	34	1	3	1	5
ENSG00000231683	AL033397.1	lincRNA	0	12	6	9	1	1	11
ENSG00000231684	EIF1P3	pseudogene	9	53	112	19	32	63	3
ENSG00000231686	Z97180.1	pseudogene	0	19	24	2	1	28	1
ENSG00000231688	RPL21P43	pseudogene	1	2	1	0	0	0	0
ENSG00000231689	LINC01090	lincRNA	22	17	201	96	62	12	50
ENSG00000231690	LINC00574	lincRNA	11	0	44	0	2	0	0
ENSG00000231697	NANOGP5	pseudogene	0	0	7	0	4	0	0
ENSG00000231698	AP002856.2	lincRNA	0	0	107	1	2	0	19
ENSG00000231699	AC020550.1	pseudogene	0	2	0	1	4	0	0
ENSG00000231700	AL356276.2	pseudogene	0	0	1	0	1	0	0
ENSG00000231701	BMS1P13	pseudogene	0	0	12	1	1	14	1
ENSG00000231702	AL645608.4	pseudogene	0	0	1	0	0	0	0
ENSG00000231703	AL354993.1	Antisense	0	12	7	0	0	0	1
ENSG00000231704	AC004895.1	lincRNA	4	9	42	21	17	42	5
ENSG00000231705	AL451069.2	lincRNA	7	4	10	0	0	31	0
ENSG00000231706	CYCSP43	pseudogene	0	0	0	0	0	1	0
ENSG00000231707	PABPC1P1	pseudogene	0	11	27	3	1	2	4
ENSG00000231711	LINC00899	lncRNA	14	4	65	4	2	92	0
ENSG00000231712	AC104698.1	pseudogene	0	0	0	0	0	1	0
ENSG00000231713	AF064860.2	lincRNA	0	1	0	0	0	0	0
ENSG00000231714	AL513348.1	lincRNA	0	0	0	4	0	5	0
ENSG00000231715	COX6CP2	pseudogene	9	98	95	26	38	0	0
ENSG00000231718	AC099673.1	lincRNA	0	12	127	0	17	37	19
ENSG00000231720	AL353747.3	lincRNA	0	0	9	0	5	0	0
ENSG00000231721	LINC-PINT	Antisense	238	488	2434	286	229	4960	53
ENSG00000231724	AC112907.1	Antisense	0	0	5	0	9	48	2
ENSG00000231728	AC234782.2	Antisense	1	4	34	1	18	0	0
ENSG00000231729	ARHGEF9-IT1	lncRNA	0	0	7	0	0	0	0
ENSG00000231731	AC010976.1	Antisense	0	8	21	0	3	2	3
ENSG00000231735	AC092573.1	pseudogene	1	1	8	3	6	3	1
ENSG00000231738	TSPAN19	protein_coding	9	1	30	1	2	219	1
ENSG00000231739	GAPDHP59	pseudogene	27	43	449	36	57	1	0
ENSG00000231741	AL353743.3	pseudogene	2	5	13	1	3	0	0
ENSG00000231742	LINC01273	lincRNA	8	5	103	5	31	213	3
ENSG00000231744	AL669818.1	pseudogene	0	1	7	2	1	8	1
ENSG00000231747	AC079922.1	pseudogene	33	76	324	88	87	281	5
ENSG00000231748	AL596223.2	Antisense	0	1	0	0	0	0	3
ENSG00000231749	ABCA9-AS1	Antisense	0	5	9	4	9	2	13
ENSG00000231752	EMBP1	pseudogene	2	12	184	6	5	17	78
ENSG00000231755	CHODL-AS1	lincRNA	0	0	11	26	10	0	3
ENSG00000231760	AL355312.2	Antisense	94	279	982	53	121	542	4
ENSG00000231764	DLX6-AS1	Antisense	0	4	82	0	26	14	15
ENSG00000231767	AL136454.1	pseudogene	346	495	3770	590	712	287	4
ENSG00000231768	LINC01354	lincRNA	0	2	16	4	3	0	3
ENSG00000231769	AL035701.1	Antisense	0	10	16	3	18	1	2
ENSG00000231770	TMEM44-AS1	Antisense	31	92	160	57	64	228	0
ENSG00000231772	Z93403.1	lincRNA	8	11	33	8	10	3	32
ENSG00000231776	LINC01611	lincRNA	6	29	40	9	13	3	28
ENSG00000231777	MTND4P21	pseudogene	0	0	0	4	0	0	0
ENSG00000231781	AC079896.1	lincRNA	0	0	3	0	0	0	6
ENSG00000231782	LINC00575	lincRNA	0	0	0	0	1	1	1
ENSG00000231784	DBIL5P	pseudogene	0	4	25	0	19	0	0
ENSG00000231787	AC234782.3	pseudogene	0	2	0	0	0	0	0
ENSG00000231788	RPL31P50	pseudogene	0	1	3	1	1	0	0
ENSG00000231789	PIK3CD-AS2	Antisense	9	14	326	101	251	22	16
ENSG00000231791	AL445228.1	lincRNA	0	0	0	0	3	0	0
ENSG00000231793	DOC2GP	pseudogene	1	2	41	18	0	107	1
ENSG00000231794	AC009542.1	Antisense	0	0	20	0	0	0	2
ENSG00000231795	ITCH-IT1	lncRNA	0	23	79	1	5	47	1
ENSG00000231799	PA2G4P6	pseudogene	0	0	5	0	5	2	0
ENSG00000231801	ANP32BP2	pseudogene	0	0	10	1	0	0	0
ENSG00000231802	AC009502.2	pseudogene	0	1	6	9	0	0	0
ENSG00000231804	AL353748.1	pseudogene	0	1	2	0	0	0	0
ENSG00000231806	PCAT7	Antisense	0	14	45	0	6	92	5
ENSG00000231808	LINC01388	lincRNA	0	0	10	2	5	0	0
ENSG00000231814	LINC00210	lincRNA	0	5	9	1	2	2	3
ENSG00000231815	AC007179.1	lincRNA	7	0	0	0	0	3	0
ENSG00000231817	LINC01198	lincRNA	3	5	30	1	4	1	7
ENSG00000231821	NPM1P48	pseudogene	1	1	8	4	0	5	0
ENSG00000231822	AC019097.1	pseudogene	1	3	43	0	10	153	2
ENSG00000231824	AKAIN1	protein_coding	0	0	2	6	0	0	6
ENSG00000231826	LINC01819	lincRNA	1	3	18	4	5	19	5
ENSG00000231827	AL513523.2	pseudogene	0	5	0	1	0	0	7
ENSG00000231829	AL157834.1	lincRNA	0	2	23	0	5	0	7
ENSG00000231830	AC245140.1	Antisense	2	1	9	0	1	18	0
ENSG00000231831	MTHFD1P1	pseudogene	12	26	242	13	53	43	4
ENSG00000231838	CR769775.2	lincRNA	0	3	10	9	9	2	10
ENSG00000231839	AC073055.1	pseudogene	0	1	1	0	0	0	0
ENSG00000231840	AC073342.1	Antisense	21	2	78	87	40	112	8
ENSG00000231841	FAM192BP	pseudogene	1	9	33	5	9	35	1
ENSG00000231842	AC020559.1	lincRNA	3	1	120	6	12	122	3
ENSG00000231846	AC092832.2	lincRNA	1	0	4	8	3	1	3
ENSG00000231848	AC012354.2	pseudogene	33	20	260	56	118	17	1
ENSG00000231852	CYP21A2	protein_coding	0	14	23	2	1	0	5
ENSG00000231855	AL161935.2	pseudogene	0	1	12	0	2	0	0
ENSG00000231856	AL162377.1	Antisense	33	57	167	41	79	128	8
ENSG00000231857	MORF4L1P5	pseudogene	0	0	1	0	0	0	1
ENSG00000231858	AC067945.3	lncRNA	0	0	17	0	0	12	3
ENSG00000231863	AL139393.1	Antisense	1	0	10	7	3	0	1
ENSG00000231864	AL807752.3	Antisense	0	4	5	0	4	0	1
ENSG00000231867	AP001625.1	lncRNA	0	0	9	1	0	0	0
ENSG00000231868	AL031848.1	Antisense	0	1	16	0	0	0	3
ENSG00000231870	KRT17P3	pseudogene	0	0	0	1	1	18	0
ENSG00000231871	IPO9-AS1	Antisense	30	99	107	20	62	326	41
ENSG00000231873	AC099560.1	lincRNA	7	2	19	0	0	0	19
ENSG00000231876	AC009158.1	lincRNA	0	0	1	0	0	41	3
ENSG00000231877	AL359551.1	lincRNA	1	4	12	4	14	28	6
ENSG00000231878	SNRPFP1	pseudogene	2	16	133	12	29	96	0
ENSG00000231880	KF459542.1	Antisense	4	3	12	6	0	0	0
ENSG00000231881	AL109615.2	lincRNA	63	2	18	25	2	38	0
ENSG00000231882	F10-AS1	Antisense	0	0	1	0	0	0	0
ENSG00000231883	AL138733.2	lincRNA	0	0	0	0	0	1	0
ENSG00000231884	NDUFB1P1	pseudogene	501	636	3048	576	2270	82	3
ENSG00000231887	PRH1	protein_coding	16	40	252	44	47	205	5
ENSG00000231888	MTND5P15	pseudogene	0	3	3	1	0	21	0
ENSG00000231889	TRAF3IP2-AS1	Antisense	70	93	963	64	160	527	28
ENSG00000231890	DARS-AS1	Antisense	14	36	359	22	55	191	12
ENSG00000231892	AC073316.2	lincRNA	0	3	1	0	0	0	0
ENSG00000231894	WDR95P	pseudogene	0	1	13	0	4	0	16
ENSG00000231896	AC019185.2	lncRNA	1	4	1	3	2	0	9
ENSG00000231898	AC012594.1	Antisense	1	7	15	78	4	0	1
ENSG00000231900	GOT2P1	pseudogene	0	0	4	0	0	1	0
ENSG00000231901	AL354754.1	lincRNA	0	1	30	1	1	0	10
ENSG00000231903	AC079354.3	Antisense	0	0	0	0	2	0	0
ENSG00000231906	AC016397.1	pseudogene	0	0	19	2	0	1	0
ENSG00000231907	GAPDHP37	pseudogene	0	0	6	0	0	0	0
ENSG00000231908	IDH1-AS1	Antisense	11	24	147	21	42	4	0
ENSG00000231909	MAP1LC3BP1	pseudogene	1	3	14	3	4	2	14
ENSG00000231911	TPRKBP1	pseudogene	0	0	6	0	0	1	0
ENSG00000231912	FO393415.3	lincRNA	3	0	24	1	2	0	10
ENSG00000231914	LINC00387	lincRNA	0	0	0	0	0	2	1
ENSG00000231916	AC006033.1	pseudogene	1	5	108	18	52	1	0
ENSG00000231918	AC007402.1	lincRNA	11	35	331	79	489	80	132
ENSG00000231920	NEBL-AS1	Antisense	2	36	16	1	9	0	0
ENSG00000231923	AC024082.1	pseudogene	0	1	1	0	4	0	0
ENSG00000231924	PSG1	protein_coding	7	0	2	0	0	0	1
ENSG00000231925	TAPBP	protein_coding	316	1526	5316	364	169	1299	25
ENSG00000231926	SEPHS1P7	pseudogene	0	0	3	0	0	0	0
ENSG00000231927	AC093734.1	Antisense	0	0	0	0	0	52	0
ENSG00000231929	HMGB3P31	pseudogene	0	1	4	0	1	1	0
ENSG00000231931	AC024082.2	pseudogene	10	36	43	4	8	1	0
ENSG00000231933	Z98949.1	Antisense	3	1	6	0	12	0	9
ENSG00000231934	LINC01598	Antisense	0	1	1	0	3	0	9
ENSG00000231937	AC116666.1	Antisense	0	0	2	16	0	1	6
ENSG00000231940	RPS7P3	pseudogene	365	633	4326	542	1181	539	1
ENSG00000231942	HNRNPA1P36	pseudogene	0	0	0	0	0	2	0
ENSG00000231943	PGM5P4-AS1	lincRNA	5	1	2	5	9	0	3
ENSG00000231944	PHKA1-AS1	Antisense	0	6	6	0	12	2	2
ENSG00000231947	MTND2P24	pseudogene	0	0	4	0	0	0	1
ENSG00000231948	HS1BP3-IT1	lncRNA	0	1	219	1	2	31	0
ENSG00000231952	DPY19L1P2	pseudogene	3	45	109	6	8	129	7
ENSG00000231953	AL031432.1	Antisense	1	0	9	1	2	0	0
ENSG00000231955	AC007383.3	Antisense	0	0	10	0	2	0	0
ENSG00000231956	HNRNPA1P9	pseudogene	0	3	1	1	1	0	1
ENSG00000231961	AL035461.1	pseudogene	0	0	6	0	0	0	0
ENSG00000231963	AL662864.1	Antisense	0	5	3	1	0	0	1
ENSG00000231964	AL731567.1	Antisense	0	1	4	2	4	1	3
ENSG00000231965	AF131215.1	pseudogene	0	0	1	0	0	0	0
ENSG00000231966	AL359853.2	lincRNA	0	1	10	2	8	0	2
ENSG00000231969	AC007364.1	Antisense	21	19	249	17	16	84	26
ENSG00000231970	AL355490.2	Antisense	1	10	48	9	26	32	5
ENSG00000231971	AL078590.2	lincRNA	8	1	27	11	6	84	15
ENSG00000231976	FAM238B	pseudogene	0	4	6	0	0	0	0
ENSG00000231977	AL096828.1	lincRNA	0	2	4	0	0	0	9
ENSG00000231978	AL590103.1	pseudogene	0	0	1	0	0	0	0
ENSG00000231980	AC011899.1	Antisense	0	4	0	0	1	0	1
ENSG00000231987	LINC01787	lincRNA	5	0	3	0	2	2	19
ENSG00000231989	PPP1R2P3	protein_coding	4	19	106	10	10	187	1
ENSG00000231991	ANXA2P2	pseudogene	173	232	1367	119	86	3504	11
ENSG00000231992	AC092802.3	lncRNA	1	4	81	3	12	124	1
ENSG00000231993	EP300-AS1	Antisense	4	14	83	22	90	45	1
ENSG00000231995	AL590399.4	pseudogene	0	1	4	0	0	2	0
ENSG00000231996	AC096949.1	pseudogene	1	1	4	1	3	1	0
ENSG00000231999	LRRC8C-DT	Antisense	0	3	71	14	15	19	8
ENSG00000232000	CLCN3P1	pseudogene	1	2	20	10	8	18	22
ENSG00000232001	AC108868.2	lincRNA	5	8	639	10	23	0	0
ENSG00000232002	LINC01880	lincRNA	0	0	4	4	0	15	15
ENSG00000232004	CAP1P2	pseudogene	5	20	78	32	7	26	2
ENSG00000232006	AC005537.1	lincRNA	1	10	71	19	18	13	21
ENSG00000232009	AL591503.2	pseudogene	0	0	8	0	4	0	0
ENSG00000232010	AP001059.1	Antisense	0	6	16	1	0	0	0
ENSG00000232015	HSPE1P25	pseudogene	0	0	25	0	0	0	0
ENSG00000232019	AC074183.1	lincRNA	8	19	159	18	28	75	0
ENSG00000232021	LEF1-AS1	lncRNA	4	6	43	24	23	1	57
ENSG00000232022	FAAHP1	pseudogene	1	0	35	18	73	158	17
ENSG00000232023	LINC01807	lincRNA	1	42	210	5	15	115	31
ENSG00000232024	LSM12P1	pseudogene	13	15	180	11	30	180	0
ENSG00000232027	AL671986.1	pseudogene	0	2	11	0	3	0	0
ENSG00000232028	AC007391.1	lincRNA	0	0	3	1	2	20	0
ENSG00000232031	AL078599.2	lncRNA	0	2	11	4	0	0	1
ENSG00000232034	AC092168.2	lncRNA	5	30	177	2	6	32	7
ENSG00000232035	AL135790.1	lincRNA	1	3	3	3	1	1	20
ENSG00000232036	AL078645.2	pseudogene	0	1	0	0	0	0	0
ENSG00000232037	AL590556.1	pseudogene	4	16	128	19	14	118	1
ENSG00000232040	ZBED9	protein_coding	21	59	243	223	645	646	2
ENSG00000232041	PSMD10P3	pseudogene	0	1	4	0	11	1	0
ENSG00000232042	AL512286.1	pseudogene	37	221	311	22	25	0	0
ENSG00000232043	AL133230.1	Antisense	0	0	0	0	0	0	1
ENSG00000232044	LINC01105	lncRNA	0	0	10	19	1	1	16
ENSG00000232046	LINC01798	lincRNA	4	22	100	4	48	8	26
ENSG00000232048	HNRNPCP9	pseudogene	0	1	3	0	0	0	0
ENSG00000232053	AC078845.1	lincRNA	3	14	239	212	33	6	45
ENSG00000232054	NPM1P34	pseudogene	6	5	74	18	7	10	0
ENSG00000232056	AC092687.1	lincRNA	0	6	0	0	0	0	1
ENSG00000232058	AC005772.1	lincRNA	0	0	0	0	4	1	6
ENSG00000232059	AL451007.1	pseudogene	203	238	2148	330	400	209	0
ENSG00000232060	SLC4A1APP1	pseudogene	1	7	74	2	11	3	6
ENSG00000232063	AL691447.2	lincRNA	1	34	178	41	19	136	22
ENSG00000232065	LINC01063	Antisense	4	31	69	43	2	47	0
ENSG00000232069	RPS29P28	pseudogene	0	0	1	2	2	0	0
ENSG00000232070	TMEM253	protein_coding	0	6	5	0	6	99	0
ENSG00000232072	AC004870.4	lincRNA	0	2	34	0	3	60	11
ENSG00000232075	MRPL35P2	pseudogene	1	0	19	2	3	0	0
ENSG00000232077	LINC01031	lincRNA	1	1	15	1	3	22	8
ENSG00000232079	LINC01697	lncRNA	3	3	17	4	8	0	12
ENSG00000232081	LARGE-IT1	lncRNA	0	9	1	0	0	0	0
ENSG00000232082	RPS6KA2-IT1	lncRNA	0	0	11	0	1	0	2
ENSG00000232083	RPL31P7	pseudogene	20	30	46	14	26	3	0
ENSG00000232084	LINC01104	lincRNA	9	0	31	1	4	0	6
ENSG00000232085	AL606534.3	Antisense	0	0	7	0	0	0	0
ENSG00000232090	AC016724.1	pseudogene	0	1	2	1	1	0	0
ENSG00000232091	PNLIPP1	pseudogene	0	0	3	0	0	0	1
ENSG00000232093	DCST1-AS1	Antisense	8	14	118	24	28	21	0
ENSG00000232098	AC012313.1	lincRNA	62	72	423	88	155	362	2
ENSG00000232101	AC108059.2	pseudogene	1	0	2	0	0	0	0
ENSG00000232102	MTCO3P2	pseudogene	0	1	0	0	0	0	0
ENSG00000232104	RFX3-AS1	lincRNA	42	99	358	86	59	167	27
ENSG00000232110	AL353751.1	Antisense	49	0	29	1	0	19	2
ENSG00000232112	TMA7	protein_coding	2091	1426	9698	1186	5589	1136	10
ENSG00000232117	LINC00384	lincRNA	0	3	0	0	0	0	7
ENSG00000232118	BACH1-AS1	lincRNA	2	42	140	0	0	0	1
ENSG00000232119	MCTS1	protein_coding	319	575	2649	479	769	705	6
ENSG00000232120	AL357375.1	Antisense	0	14	6	0	0	1	6
ENSG00000232124	AP001057.1	Antisense	0	1	0	0	1	0	1
ENSG00000232125	DYTN	protein_coding	0	0	1	3	4	0	2
ENSG00000232130	AC092966.1	lincRNA	0	18	76	4	5	47	3
ENSG00000232131	NCOA7-AS1	Antisense	1	0	13	2	8	0	2
ENSG00000232132	NDFIP2-AS1	Antisense	1	0	4	5	7	0	0
ENSG00000232133	IMPDH1P10	pseudogene	0	12	2	0	0	1	3
ENSG00000232134	RPS15AP12	pseudogene	12	67	317	48	54	51	1
ENSG00000232135	AL031663.1	pseudogene	32	23	40	39	18	0	0
ENSG00000232139	LINC00867	lincRNA	0	5	0	1	5	0	1
ENSG00000232142	RPS25P9	pseudogene	1	0	6	0	0	0	0
ENSG00000232145	AC099548.1	pseudogene	12	5	23	17	21	4	0
ENSG00000232148	FMO11P	pseudogene	0	1	1	4	2	0	5
ENSG00000232150	ST13P4	pseudogene	6	6	84	7	20	72	3
ENSG00000232160	RAP2C-AS1	Antisense	28	73	273	33	74	132	189
ENSG00000232162	USP12-AS1	Antisense	6	0	0	0	0	0	1
ENSG00000232163	RPLP1P13	pseudogene	0	0	3	0	0	0	0
ENSG00000232164	LINC01873	lincRNA	0	17	3	1	2	0	3
ENSG00000232166	AL122008.2	pseudogene	1	0	7	4	0	11	0
ENSG00000232172	AL359092.2	pseudogene	7	7	28	11	3	74	1
ENSG00000232174	AC113340.1	pseudogene	1	2	0	0	1	0	0
ENSG00000232176	AL161909.1	pseudogene	68	249	1247	141	282	62	2
ENSG00000232177	MTND4P24	pseudogene	3	4	33	2	14	4	14
ENSG00000232184	AL662889.1	lncRNA	16	23	274	13	31	55	3
ENSG00000232185	CNOT7P2	pseudogene	0	4	21	0	0	2	0
