ID	Intron	GName	GID	Combined_H_repo	PatientA_C_repro	PatientB_C_repo	MDA_repro	MCF_repro	Combined_H	PatientA_C	PatientB_C	MDA	MCF
2I_ARMCX5___ENSG00000125962___ENST00000246174___protein_coding___protein_coding	2I	ARMCX5	ENSG00000125962	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.0144584567667852	0
2I_ARRDC4___ENSG00000140450___ENST00000268042___protein_coding___protein_coding	2I	ARRDC4	ENSG00000140450	FALSE	FALSE	TRUE	FALSE	FALSE	0	0	0.00628214639750629	0.0240974279446421	0
2I_ASNS___ENSG00000070669___ENST00000394309___protein_coding___protein_coding	2I	ASNS	ENSG00000070669	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.00372841708829596	0	0	0
2I_ATG4D___ENSG00000130734___ENST00000309469___protein_coding___protein_coding	2I	ATG4D	ENSG00000130734	FALSE	FALSE	TRUE	FALSE	FALSE	0.00819484490693847	0	0.0104702439958438	0	0.0101142647354842
2I_ATP13A2___ENSG00000159363___ENST00000503552___protein_coding___protein_coding	2I	ATP13A2	ENSG00000159363	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0.00209404879916876	0.0144584567667852	0
2I_ATP1B2___ENSG00000129244___ENST00000577026___protein_coding___protein_coding	2I	ATP1B2	ENSG00000129244	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0.00628214639750629	0	0
2I_ATP5F1B___ENSG00000110955___ENST00000551570___protein_coding___protein_coding	2I	ATP5F1B	ENSG00000110955	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_ATXN7L3___ENSG00000087152___ENST00000591295___protein_coding___protein_coding	2I	ATXN7L3	ENSG00000087152	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0
2I_B2M___ENSG00000166710___ENST00000544417___protein_coding___protein_coding	2I	B2M	ENSG00000166710	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.0209404879916876	0	0
2I_BAG6___ENSG00000204463___ENST00000438149___protein_coding___protein_coding	2I	BAG6	ENSG00000204463	TRUE	TRUE	TRUE	FALSE	FALSE	0.00526555062796573	0.0111852512648879	0.0251285855900252	0	0.0144489496221203
2I_BAX___ENSG00000087088___ENST00000345358___protein_coding___protein_coding	2I	BAX	ENSG00000087088	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0.00144489496221203
2I_BAZ2A___ENSG00000076108___ENST00000549787___protein_coding___protein_coding	2I	BAZ2A	ENSG00000076108	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0.00433468488663609
2I_BCOR___ENSG00000183337___ENST00000442018___protein_coding___protein_coding	2I	BCOR	ENSG00000183337	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00628214639750629	0	0.00144489496221203
2I_BECN1___ENSG00000126581___ENST00000589663___protein_coding___protein_coding	2I	BECN1	ENSG00000126581	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00577957984884812
2I_BHLHE40___ENSG00000134107___ENST00000256495___protein_coding___protein_coding	2I	BHLHE40	ENSG00000134107	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.0251285855900252	0	0
2I_BOP1___ENSG00000261236___ENST00000569403___protein_coding___protein_coding	2I	BOP1	ENSG00000261236	FALSE	FALSE	TRUE	FALSE	FALSE	0	0	0.00418809759833753	0	0.00288978992442406
2I_BRD4___ENSG00000141867___ENST00000263377___protein_coding___protein_coding	2I	BRD4	ENSG00000141867	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0.00209404879916876	0	0.00577957984884812
2I_BSCL2___ENSG00000168000___ENST00000403098___protein_coding___protein_coding	2I	BSCL2	ENSG00000168000	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0.00209404879916876	0	0
2I_BTN3A3___ENSG00000111801___ENST00000494393___protein_coding___protein_coding	2I	BTN3A3	ENSG00000111801	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0
2I_BX322639.1___ENSG00000215146___ENST00000609502___pseudogene___lncRNA	2I	BX322639.1	ENSG00000215146	FALSE	FALSE	FALSE	FALSE	FALSE	0.00198761266519034	0	0	0	0
2I_C16orf58___ENSG00000140688___ENST00000570164___protein_coding___protein_coding	2I	C16orf58	ENSG00000140688	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00144489496221203
2I_C1orf109___ENSG00000116922___ENST00000486637___protein_coding___protein_coding	2I	C1orf109	ENSG00000116922	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_CALR___ENSG00000179218___ENST00000316448___protein_coding___protein_coding	2I	CALR	ENSG00000179218	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0.0144584567667852	0.00288978992442406
2I_CCDC17___ENSG00000159588___ENST00000421127___protein_coding___protein_coding	2I	CCDC17	ENSG00000159588	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0.00209404879916876	0	0
2I_CCDC47___ENSG00000108588___ENST00000612558___protein_coding___protein_coding	2I	CCDC47	ENSG00000108588	FALSE	FALSE	FALSE	FALSE	FALSE	0.00327793796277539	0	0	0	0
2I_CCDC9___ENSG00000105321___ENST00000221922___protein_coding___protein_coding	2I	CCDC9	ENSG00000105321	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_CCNL2___ENSG00000221978___ENST00000408952___protein_coding___protein_coding	2I	CCNL2	ENSG00000221978	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0.00372841708829596	0.00209404879916876	0	0.00144489496221203
2I_CDC45___ENSG00000093009___ENST00000407835___protein_coding___protein_coding	2I	CDC45	ENSG00000093009	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00418809759833753	0	0
2I_CDK11A___ENSG00000008128___ENST00000356200___protein_coding___protein_coding	2I	CDK11A	ENSG00000008128	FALSE	FALSE	TRUE	FALSE	FALSE	0.00596283799557102	0	0.0376928783850377	0	0
2I_CDK11B___ENSG00000248333___ENST00000407249___protein_coding___protein_coding	2I	CDK11B	ENSG00000248333	FALSE	FALSE	TRUE	FALSE	FALSE	0.0198761266519034	0	0.0314107319875314	0	0
2I_CDK16___ENSG00000102225___ENST00000622098___protein_coding___protein_coding	2I	CDK16	ENSG00000102225	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_CDK4___ENSG00000135446___ENST00000257904___protein_coding___protein_coding	2I	CDK4	ENSG00000135446	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0.00372841708829596	0.0104702439958438	0.0433753703003557	0.00144489496221203
2I_CERCAM___ENSG00000167123___ENST00000420034___protein_coding___protein_coding	2I	CERCAM	ENSG00000167123	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_CES3___ENSG00000172828___ENST00000303334___protein_coding___protein_coding	2I	CES3	ENSG00000172828	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0
2I_CHMP2A___ENSG00000130724___ENST00000600118___protein_coding___protein_coding	2I	CHMP2A	ENSG00000130724	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0.00433468488663609
2I_CHTF18___ENSG00000127586___ENST00000631357___protein_coding___protein_coding	2I	CHTF18	ENSG00000127586	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0.00433468488663609
2I_CHTF8___ENSG00000168802___ENST00000518041___protein_coding___protein_coding	2I	CHTF8	ENSG00000168802	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_CIAO1___ENSG00000144021___ENST00000488633___protein_coding___protein_coding	2I	CIAO1	ENSG00000144021	FALSE	FALSE	TRUE	FALSE	FALSE	0.00198761266519034	0	0.00837619519667505	0	0.00144489496221203
2I_CIRBP___ENSG00000099622___ENST00000588030___protein_coding___protein_coding	2I	CIRBP	ENSG00000099622	FALSE	FALSE	FALSE	FALSE	FALSE	0.0150993645162919	0	0.00209404879916876	0	0
2I_CIRBP___ENSG00000099622___ENST00000591097___protein_coding___lncRNA	2I	CIRBP	ENSG00000099622	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00418809759833753	0	0
2I_CIZ1___ENSG00000148337___ENST00000471839___protein_coding___protein_coding	2I	CIZ1	ENSG00000148337	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00418809759833753	0	0
2I_CKAP5___ENSG00000175216___ENST00000525896___protein_coding___protein_coding	2I	CKAP5	ENSG00000175216	FALSE	FALSE	TRUE	FALSE	FALSE	0.00327793796277539	0	0.00837619519667505	0	0.00288978992442406
2I_CLUH___ENSG00000132361___ENST00000572129___protein_coding___protein_coding	2I	CLUH	ENSG00000132361	FALSE	FALSE	FALSE	FALSE	FALSE	0.0235027082984814	0	0	0	0
2I_CNBP___ENSG00000169714___ENST00000441626___protein_coding___protein_coding	2I	CNBP	ENSG00000169714	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_CNBP___ENSG00000169714___ENST00000451728___protein_coding___protein_coding	2I	CNBP	ENSG00000169714	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_CNOT3___ENSG00000088038___ENST00000221232___protein_coding___protein_coding	2I	CNOT3	ENSG00000088038	TRUE	FALSE	TRUE	FALSE	FALSE	0.00327793796277539	0.00372841708829596	0.0104702439958438	0	0
2I_CNOT9___ENSG00000144580___ENST00000432877___protein_coding___lncRNA	2I	CNOT9	ENSG00000144580	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_COL7A1___ENSG00000114270___ENST00000422991___protein_coding___protein_coding	2I	COL7A1	ENSG00000114270	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0
2I_COMTD1___ENSG00000165644___ENST00000372538___protein_coding___protein_coding	2I	COMTD1	ENSG00000165644	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_COX5B___ENSG00000135940___ENST00000258424___protein_coding___protein_coding	2I	COX5B	ENSG00000135940	FALSE	FALSE	FALSE	FALSE	FALSE	0.00397522533038068	0	0	0	0
2I_CSNK1D___ENSG00000141551___ENST00000577578___protein_coding___lncRNA	2I	CSNK1D	ENSG00000141551	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0.00209404879916876	0	0
2I_CTGF___ENSG00000118523___ENST00000367976___protein_coding___protein_coding	2I	CTGF	ENSG00000118523	TRUE	TRUE	FALSE	TRUE	FALSE	0.10196472052984	0.0223705025297757	0.0251285855900252	0.30362759210249	0.0130040546599083
2I_CTRL___ENSG00000141086___ENST00000571044___protein_coding___protein_coding	2I	CTRL	ENSG00000141086	FALSE	FALSE	FALSE	FALSE	FALSE	0.00198761266519034	0	0	0	0
2I_CXCL2___ENSG00000081041___ENST00000508487___protein_coding___protein_coding	2I	CXCL2	ENSG00000081041	TRUE	FALSE	FALSE	FALSE	FALSE	0.0637796454655685	0	0.00628214639750629	0	0
2I_CXCL8___ENSG00000169429___ENST00000307407___protein_coding___protein_coding	2I	CXCL8	ENSG00000169429	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.0125642927950126	0	0
2I_CYC1___ENSG00000179091___ENST00000318911___protein_coding___protein_coding	2I	CYC1	ENSG00000179091	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.00481948558892842	0
2I_DALRD3___ENSG00000178149___ENST00000438585___protein_coding___protein_coding	2I	DALRD3	ENSG00000178149	FALSE	FALSE	FALSE	TRUE	FALSE	0.00362658164657803	0	0	0.0289169135335705	0.00144489496221203
2I_DCAF15___ENSG00000132017___ENST00000254337___protein_coding___protein_coding	2I	DCAF15	ENSG00000132017	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00144489496221203
2I_DCXR___ENSG00000169738___ENST00000579821___protein_coding___lncRNA	2I	DCXR	ENSG00000169738	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0
2I_DDIT4___ENSG00000168209___ENST00000307365___protein_coding___protein_coding	2I	DDIT4	ENSG00000168209	TRUE	FALSE	TRUE	TRUE	FALSE	0.00327793796277539	0	0.0146583415941813	0.0337363991224989	0
2I_DDOST___ENSG00000244038___ENST00000415136___protein_coding___protein_coding	2I	DDOST	ENSG00000244038	FALSE	FALSE	FALSE	FALSE	FALSE	0.00198761266519034	0	0	0	0.00144489496221203
2I_DDX23___ENSG00000174243___ENST00000550834___protein_coding___protein_coding	2I	DDX23	ENSG00000174243	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_DDX39B___ENSG00000198563___ENST00000417023___protein_coding___protein_coding	2I	DDX39B	ENSG00000198563	FALSE	FALSE	TRUE	FALSE	FALSE	0.00198761266519034	0.00745683417659191	0.00418809759833753	0	0
2I_DDX5___ENSG00000108654___ENST00000580026___protein_coding___lncRNA	2I	DDX5	ENSG00000108654	FALSE	FALSE	TRUE	FALSE	FALSE	0.00163896898138769	0	0.0104702439958438	0	0.00144489496221203
2I_DDX51___ENSG00000185163___ENST00000397333___protein_coding___protein_coding	2I	DDX51	ENSG00000185163	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0
2I_DDX54___ENSG00000123064___ENST00000552375___protein_coding___protein_coding	2I	DDX54	ENSG00000123064	FALSE	FALSE	TRUE	FALSE	FALSE	0	0	0.00418809759833753	0	0
2I_DENND4B___ENSG00000198837___ENST00000368646___protein_coding___protein_coding	2I	DENND4B	ENSG00000198837	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.00372841708829596	0.00209404879916876	0	0
2I_DHRS2___ENSG00000100867___ENST00000432832___protein_coding___protein_coding	2I	DHRS2	ENSG00000100867	FALSE	FALSE	FALSE	FALSE	FALSE	0.00327793796277539	0	0.00209404879916876	0	0
2I_DHX36___ENSG00000174953___ENST00000481941___protein_coding___protein_coding	2I	DHX36	ENSG00000174953	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.00481948558892842	0
2I_DHX37___ENSG00000150990___ENST00000544745___protein_coding___protein_coding	2I	DHX37	ENSG00000150990	FALSE	FALSE	FALSE	FALSE	FALSE	0.00198761266519034	0	0	0.00481948558892842	0
2I_DMKN___ENSG00000161249___ENST00000601650___protein_coding___protein_coding	2I	DMKN	ENSG00000161249	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0.00866936977327218
2I_DNASE1L1___ENSG00000013563___ENST00000369808___protein_coding___protein_coding	2I	DNASE1L1	ENSG00000013563	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0.00481948558892842	0.00722447481106015
2I_DNASE1L2___ENSG00000167968___ENST00000564065___protein_coding___protein_coding	2I	DNASE1L2	ENSG00000167968	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00722447481106015
2I_DOPEY1___ENSG00000083097___ENST00000349129___protein_coding___protein_coding	2I	DOPEY1	ENSG00000083097	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00418809759833753	0	0.00144489496221203
2I_DRAP1___ENSG00000175550___ENST00000312515___protein_coding___protein_coding	2I	DRAP1	ENSG00000175550	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_E2F1___ENSG00000101412___ENST00000343380___protein_coding___protein_coding	2I	E2F1	ENSG00000101412	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.00745683417659191	0.00628214639750629	0	0.00144489496221203
2I_E2F4___ENSG00000205250___ENST00000379378___protein_coding___protein_coding	2I	E2F4	ENSG00000205250	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.00372841708829596	0	0	0.00144489496221203
2I_ECI1___ENSG00000167969___ENST00000566379___protein_coding___protein_coding	2I	ECI1	ENSG00000167969	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.0670095615734004	0	0
2I_ECPAS___ENSG00000136813___ENST00000374383___protein_coding___protein_coding	2I	ECPAS	ENSG00000136813	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_EEF1G___ENSG00000254772___ENST00000329251___protein_coding___protein_coding	2I	EEF1G	ENSG00000254772	FALSE	FALSE	TRUE	FALSE	FALSE	0	0.00372841708829596	0.0188464391925189	0.0192779423557137	0.00144489496221203
2I_EEF2___ENSG00000167658___ENST00000309311___protein_coding___protein_coding	2I	EEF2	ENSG00000167658	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.0251285855900252	0	0.00288978992442406
2I_EIF1AD___ENSG00000175376___ENST00000527051___protein_coding___protein_coding	2I	EIF1AD	ENSG00000175376	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.0192779423557137	0
2I_EIF3G___ENSG00000130811___ENST00000593054___protein_coding___protein_coding	2I	EIF3G	ENSG00000130811	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.00372841708829596	0	0.00481948558892842	0
2I_EIF3I___ENSG00000084623___ENST00000355082___protein_coding___protein_coding	2I	EIF3I	ENSG00000084623	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0.00481948558892842	0
2I_EIF4A1___ENSG00000161960___ENST00000581808___protein_coding___lncRNA	2I	EIF4A1	ENSG00000161960	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0.0192779423557137	0
2I_EIF4A1___ENSG00000161960___ENST00000582169___protein_coding___protein_coding	2I	EIF4A1	ENSG00000161960	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_ELOVL1___ENSG00000066322___ENST00000621943___protein_coding___protein_coding	2I	ELOVL1	ENSG00000066322	FALSE	FALSE	FALSE	FALSE	FALSE	0.00327793796277539	0	0.00209404879916876	0	0.00144489496221203
2I_EXO5___ENSG00000164002___ENST00000358527___protein_coding___protein_coding	2I	EXO5	ENSG00000164002	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.00372841708829596	0.00209404879916876	0	0
2I_EXOSC8___ENSG00000120699___ENST00000389704___protein_coding___protein_coding	2I	EXOSC8	ENSG00000120699	FALSE	FALSE	FALSE	FALSE	FALSE	0.00327793796277539	0	0	0	0
2I_FAAP20___ENSG00000162585___ENST00000400918___protein_coding___protein_coding	2I	FAAP20	ENSG00000162585	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.0111852512648879	0	0	0
2I_FADS1___ENSG00000149485___ENST00000460649___protein_coding___protein_coding	2I	FADS1	ENSG00000149485	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00144489496221203
2I_FAM102A___ENSG00000167106___ENST00000373084___protein_coding___protein_coding	2I	FAM102A	ENSG00000167106	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00288978992442406
2I_FAM3A___ENSG00000071889___ENST00000419205___protein_coding___protein_coding	2I	FAM3A	ENSG00000071889	FALSE	FALSE	TRUE	FALSE	FALSE	0.00163896898138769	0	0.00418809759833753	0	0.0130040546599083
2I_FAM84A___ENSG00000162981___ENST00000331243___protein_coding___protein_coding	2I	FAM84A	ENSG00000162981	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00144489496221203
2I_FAM86FP___ENSG00000164845___ENST00000427893___pseudogene___lncRNA	2I	FAM86FP	ENSG00000164845	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_FARSA___ENSG00000179115___ENST00000587488___protein_coding___protein_coding	2I	FARSA	ENSG00000179115	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00418809759833753	0	0
2I_FBXL15___ENSG00000107872___ENST00000432590___protein_coding___protein_coding	2I	FBXL15	ENSG00000107872	FALSE	FALSE	FALSE	FALSE	FALSE	0.00397522533038068	0.00372841708829596	0	0	0.00144489496221203
2I_FGFR1___ENSG00000077782___ENST00000397103___protein_coding___protein_coding	2I	FGFR1	ENSG00000077782	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00577957984884812
2I_FHL3___ENSG00000183386___ENST00000373016___protein_coding___protein_coding	2I	FHL3	ENSG00000183386	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.00372841708829596	0.00418809759833753	0	0.00433468488663609
2I_FHOD1___ENSG00000135723___ENST00000258201___protein_coding___protein_coding	2I	FHOD1	ENSG00000135723	TRUE	TRUE	TRUE	TRUE	TRUE	0.0115770323073394	0.0111852512648879	0.0418809759833753	0.0192779423557137	0.0361223740553008
2I_FIBP___ENSG00000172500___ENST00000338369___protein_coding___protein_coding	2I	FIBP	ENSG00000172500	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0.0101142647354842
2I_FLNA___ENSG00000196924___ENST00000444578___protein_coding___protein_coding	2I	FLNA	ENSG00000196924	FALSE	TRUE	FALSE	FALSE	FALSE	0.00327793796277539	0.0447410050595515	0	0.0240974279446421	0.00288978992442406
2I_FLOT1___ENSG00000137312___ENST00000413165___protein_coding___protein_coding	2I	FLOT1	ENSG00000137312	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.0149136683531838	0	0	0
2I_FOSB___ENSG00000125740___ENST00000615753___protein_coding___protein_coding	2I	FOSB	ENSG00000125740	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.00481948558892842	0.00433468488663609
2I_FTSJ1___ENSG00000068438___ENST00000348411___protein_coding___protein_coding	2I	FTSJ1	ENSG00000068438	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.0289169135335705	0
2I_GADD45A___ENSG00000116717___ENST00000370986___protein_coding___protein_coding	2I	GADD45A	ENSG00000116717	FALSE	FALSE	FALSE	TRUE	FALSE	0.00327793796277539	0.0372841708829596	0	0.101209197367497	0.00433468488663609
2I_GAS5___ENSG00000234741___ENST00000448718___lncRNA___lincRNA	2I	GAS5	ENSG00000234741	FALSE	FALSE	TRUE	FALSE	FALSE	0.00198761266519034	0.00372841708829596	0.00418809759833753	0	0
2I_GBP1___ENSG00000117228___ENST00000370473___protein_coding___protein_coding	2I	GBP1	ENSG00000117228	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.0385558847114273	0
2I_GDI2___ENSG00000057608___ENST00000380191___protein_coding___protein_coding	2I	GDI2	ENSG00000057608	FALSE	FALSE	TRUE	FALSE	FALSE	0.00198761266519034	0	0.0335047807867002	0	0.0101142647354842
2I_GIGYF1___ENSG00000146830___ENST00000275732___protein_coding___protein_coding	2I	GIGYF1	ENSG00000146830	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0
2I_GLYCTK___ENSG00000168237___ENST00000473032___protein_coding___protein_coding	2I	GLYCTK	ENSG00000168237	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00628214639750629	0	0
2I_GMPPB___ENSG00000173540___ENST00000308375___protein_coding___protein_coding	2I	GMPPB	ENSG00000173540	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_GOLGA2P7___ENSG00000225151___ENST00000557980___pseudogene___lncRNA	2I	GOLGA2P7	ENSG00000225151	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0.00209404879916876	0	0
2I_GON4L___ENSG00000116580___ENST00000368331___protein_coding___protein_coding	2I	GON4L	ENSG00000116580	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_GPATCH4___ENSG00000160818___ENST00000368232___protein_coding___protein_coding	2I	GPATCH4	ENSG00000160818	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_GRWD1___ENSG00000105447___ENST00000253237___protein_coding___protein_coding	2I	GRWD1	ENSG00000105447	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
2I_GSTP1___ENSG00000084207___ENST00000398606___protein_coding___protein_coding	2I	GSTP1	ENSG00000084207	FALSE	FALSE	FALSE	FALSE	FALSE	0.00327793796277539	0	0.00209404879916876	0	0
2I_H3F3B___ENSG00000132475___ENST00000587560___protein_coding___protein_coding	2I	H3F3B	ENSG00000132475	TRUE	TRUE	TRUE	FALSE	TRUE	0.0381491796933452	0.00745683417659191	0.0691036103725692	0.00481948558892842	0.473925547605546
2I_HAUS5___ENSG00000249115___ENST00000203166___protein_coding___protein_coding	2I	HAUS5	ENSG00000249115	FALSE	FALSE	TRUE	FALSE	FALSE	0.0229455657394277	0	0.00628214639750629	0	0.00144489496221203
2I_HAX1___ENSG00000143575___ENST00000328703___protein_coding___protein_coding	2I	HAX1	ENSG00000143575	FALSE	FALSE	FALSE	FALSE	FALSE	0.00655587592555078	0	0	0.00481948558892842	0
2I_HBG1___ENSG00000213934___ENST00000330597___protein_coding___protein_coding	2I	HBG1	ENSG00000213934	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0
2I_HCFC1R1___ENSG00000103145___ENST00000248089___protein_coding___protein_coding	2I	HCFC1R1	ENSG00000103145	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0
2I_HDAC5___ENSG00000108840___ENST00000586802___protein_coding___protein_coding	2I	HDAC5	ENSG00000108840	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00418809759833753	0	0
2I_HDGF___ENSG00000143321___ENST00000537739___protein_coding___protein_coding	2I	HDGF	ENSG00000143321	FALSE	FALSE	FALSE	TRUE	FALSE	0.00163896898138769	0	0	0.0385558847114273	0
2I_HDGFL2___ENSG00000167674___ENST00000616600___protein_coding___protein_coding	2I	HDGFL2	ENSG00000167674	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00288978992442406
2I_HELZ2___ENSG00000130589___ENST00000427522___protein_coding___protein_coding	2I	HELZ2	ENSG00000130589	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00418809759833753	0	0
2I_HLA-B___ENSG00000234745___ENST00000640615___protein_coding___protein_coding	2I	HLA-B	ENSG00000234745	TRUE	FALSE	FALSE	FALSE	FALSE	0.00795045066076136	0.0186420854414798	0	0	0
2I_HM13___ENSG00000101294___ENST00000487964___protein_coding___lncRNA	2I	HM13	ENSG00000101294	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00144489496221203
2I_HMGB2___ENSG00000164104___ENST00000438704___protein_coding___protein_coding	2I	HMGB2	ENSG00000164104	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00418809759833753	0	0
2I_HNRNPA1___ENSG00000135486___ENST00000546500___protein_coding___protein_coding	2I	HNRNPA1	ENSG00000135486	TRUE	FALSE	FALSE	TRUE	FALSE	0.0190745898466726	0	0.00628214639750629	0.0626533126560694	0.0101142647354842
2I_HNRNPC___ENSG00000092199___ENST00000557157___protein_coding___protein_coding	2I	HNRNPC	ENSG00000092199	TRUE	FALSE	TRUE	FALSE	FALSE	0.00327793796277539	0.0559262563244393	0.0146583415941813	0	0.00288978992442406
2I_HNRNPH1___ENSG00000169045___ENST00000521790___protein_coding___protein_coding	2I	HNRNPH1	ENSG00000169045	FALSE	FALSE	TRUE	FALSE	FALSE	0.00163896898138769	0	0.0251285855900252	0	0.00577957984884812
2I_HOXA9___ENSG00000078399___ENST00000396345___protein_coding___protein_coding	2I	HOXA9	ENSG00000078399	FALSE	FALSE	TRUE	FALSE	FALSE	0	0	0.00418809759833753	0	0
2I_HSPB1___ENSG00000106211___ENST00000248553___protein_coding___protein_coding	2I	HSPB1	ENSG00000106211	FALSE	FALSE	FALSE	FALSE	TRUE	0.00163896898138769	0	0	0	0.00722447481106015
